"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"196","Pavel Buchnevich","STL","L","31","1995-04-17","Cherepovets","","RUS","RUS","73","196","2013","NYR","3","14","75"
"597","Pavel Dorofeyev","VGK","R","25","2000-10-26","Nizhny Tagil","","RUS","RUS","73","194","2019","VGK","3","17","79"
"795","Pavel Mintyukov","ANA","D","22","2003-11-25","Moscow","","RUS","RUS","73","192","2022","ANA","1","10","10"
"299","Pavel Zacha","BOS","C","29","1997-04-06","Brno","","CZE","CZE","76","199","2015","N.J","1","6","6"
"821","Pavol Regenda","S.J","L","26","1999-12-07","Michalovce","","SVK","SVK","76","212","-","-","-","-","-"
"556","Peyton Krebs","BUF","C","25","2001-01-26","Calgary","AB","CAN","CAN","72","187","2019","VGK","1","17","17"
"593","Philip Broberg","STL","D","24","2001-06-25","Orebro","","SWE","SWE","75","199","2019","EDM","1","8","8"
"584","Philip Tomasino","PIT","R","24","2001-07-28","Mississauga","ON","CAN","CAN","72","179","2019","NSH","1","24","24"
"489","Philipp Kurashev","S.J","C","26","1999-10-12","Munsingen","","CHE","CHE","72","190","2018","CHI","4","27","120"
"361","Philippe Myers","TOR","D","29","1997-01-25","Moncton","NB","CAN","CAN","78","219","-","-","-","-","-"
"136","Phillip Danault","L.A, MTL","C","33","1993-02-24","Victoriaville","QC","CAN","CAN","73","200","2011","CHI","1","26","26"
"395","Pierre-Luc Dubois","WSH","C, L","27","1998-06-24","Ste-Agathe-Des-Monts","QC","CAN","CAN","76","214","2016","CBJ","1","3","3"
"483","Pius Suter","STL","C","30","1996-05-24","Zurich","","CHE","CHE","71","179","-","-","-","-","-"
"527","Pontus Holmberg","T.B","R","27","1999-03-09","Vasteras","","SWE","SWE","72","202","2018","TOR","6","1","156"
"931","Porter Martone","PHI","R","19","2006-10-26","Peterborough","","CAN","","75","208","2025","PHI","1","6","6"
"490","Quinn Hughes","MIN, VAN","D","26","1999-10-14","Orlando","FL","USA","USA","70","180","2018","VAN","1","7","7"
"935","Quinn Hutson","EDM","R","24","2002-01-01","","","USA","","71","170","-","-","-","-","-"
"653","Quinton Byfield","L.A","R","23","2002-08-19","Newmarket","ON","CAN","CAN","77","220","2020","L.A","1","2","2"
"161","Radek Faksa","DAL","C","32","1994-01-09","Vitkov","","CZE","CZE","75","225","2012","DAL","1","13","13"
"69","Radko Gudas","ANA","D","36","1990-06-05","Prague","","CZE","CZE","72","208","2010","T.B","3","6","66"
"542","Rafael Harvey-Pinard","PIT","L","27","1999-01-06","Saguenay","QC","CAN","CAN","69","181","2019","MTL","7","15","201"
"564","Raphael Lavoie","VGK","C","25","2000-09-25","Chambly","QC","CAN","CAN","76","196","2019","EDM","2","7","38"
"296","Rasmus Andersson","CGY, VGK","D","29","1996-10-27","Malmö","","SWE","SWE","73","202","2015","CGY","2","23","53"
"505","Rasmus Dahlin","BUF","D","26","2000-04-13","Trollhattan","","SWE","SWE","75","202","2018","BUF","1","1","1"
"225","Rasmus Ristolainen","PHI","D","31","1994-10-27","Turku","","FIN","FIN","76","221","2013","BUF","1","8","8"
"516","Rasmus Sandin","WSH","D","26","2000-03-07","Uppsala","","SWE","SWE","71","182","2018","TOR","1","29","29"
"807","Reid Schaefer","NSH","L","22","2003-09-21","","","CAN","","77","226","2022","EDM","1","32","32"
"53","Reilly Smith","VGK","R","35","1991-04-01","Toronto","ON","CAN","CAN","73","185","2009","DAL","3","8","69"
"138","Rickard Rakell","PIT","R","33","1993-05-05","Sundbyberg","","SWE","SWE","73","195","2011","ANA","1","30","30"
"636","Ridly Greig","OTT","C","23","2002-08-08","Lethbridge","AB","CAN","CAN","72","183","2020","OTT","1","28","28"
"390","Riley Stillman","EDM","D","28","1998-03-09","Peterborough","ON","CAN","CAN","73","196","2016","FLA","4","23","114"
"379","Riley Tufte","BOS","L","28","1998-04-10","Coon Rapids","MN","USA","USA","78","230","2016","DAL","1","25","25"
"259","Robby Fabbri","MIN, STL","C","30","1996-01-22","Mississauga","ON","CAN","CAN","71","185","2014","STL","1","21","21"
"446","Robert Thomas","STL","C","26","1999-07-02","Aurora","ON","CAN","CAN","72","218","2017","STL","1","20","20"
"667","Roby Jarventie","EDM","L","23","2002-08-08","Tampere","","FIN","FIN","74","184","2020","OTT","2","2","33"
"360","Rodrigo Abols","PHI","C","30","1996-01-05","Riga","","LVA","LVA","76","187","2016","VAN","7","3","184"
"34","Roman Josi","NSH","D","36","1990-06-01","Bern","","CHE","CHE","73","201","2008","NSH","2","8","38"
"678","Ronan Seeley","CAR","D","23","2002-08-02","Yellowknife","NT","CAN","CAN","72","176","2020","CAR","7","22","208"
"318","Roope Hintz","DAL","C","29","1996-11-17","Tampere","","FIN","FIN","75","215","2015","DAL","2","19","49"
"682","Rory Kerins","CGY","C","24","2002-04-12","Caledon","ON","CAN","CAN","70","175","2020","CGY","6","19","174"
"405","Ross Colton","COL","C","29","1996-09-11","Robbinsville","NJ","USA","USA","72","194","2016","T.B","4","27","118"
"235","Ross Johnston","ANA","L","32","1994-02-18","Charlottetown","PE","CAN","CAN","77","230","-","-","-","-","-"
"793","Rutger McGroarty","PIT","R","22","2004-03-30","","","USA","","72","200","2022","WPG","1","14","14"
"269","Ryan Donato","CHI","C","30","1996-04-09","Boston","MA","USA","USA","72","190","2014","BOS","2","26","56"
"206","Ryan Graves","PIT","D","31","1995-05-21","Yarmouth","NS","CAN","CAN","77","220","2013","NYR","4","19","110"
"777","Ryan Greene","CHI","C","22","2003-10-21","","","CAN","","73","174","2022","CHI","2","25","57"
"211","Ryan Hartman","MIN","R","31","1994-09-20","Hilton Head Isl.","SC","USA","USA","72","197","2013","CHI","1","30","30"
"578","Ryan Johnson","BUF","D","24","2001-07-24","","","USA","","72","170","2019","BUF","1","31","31"
"865","Ryan Leonard","WSH","R","21","2005-01-21","","","USA","","72","192","2023","WSH","1","8","8"
"369","Ryan Lindgren","SEA","D","28","1998-02-11","Burnsville","MN","USA","USA","72","190","2016","BOS","2","19","49"
"362","Ryan Lomberg","CGY","L","31","1994-09-12","Richmond Hill","ON","CAN","CAN","69","187","-","-","-","-","-"
"24","Ryan McDonagh","T.B","D","36","1989-06-13","St. Paul","MN","USA","USA","73","215","2007","MTL","1","12","12"
"492","Ryan McLeod","BUF","C","26","1999-09-21","Mississauga","ON","CAN","CAN","74","207","2018","EDM","2","9","40"
"121","Ryan Nugent-Hopkins","EDM","C","33","1993-04-12","Burnaby","BC","CAN","CAN","72","195","2011","EDM","1","1","1"
"41","Ryan O'Reilly","NSH","C","35","1991-02-07","Clinton","ON","CAN","CAN","73","207","2009","COL","2","3","33"
"456","Ryan Poehling","ANA","C","27","1999-01-03","Lakeville","MN","USA","USA","74","196","2017","MTL","1","25","25"
"231","Ryan Pulock","NYI","D","31","1994-10-06","Dauphin","MB","CAN","CAN","74","216","2013","NYI","1","15","15"
"8","Ryan Reaves","S.J","R","39","1987-01-20","Winnipeg","MB","CAN","CAN","74","225","2005","STL","5","31","156"
"346","Ryan Shea","PIT","D","29","1997-02-11","Milton","MA","USA","USA","74","200","2015","CHI","4","30","121"
"125","Ryan Strome","ANA, CGY","C","32","1993-07-11","Mississauga","ON","CAN","CAN","73","191","2011","NYI","1","5","5"
"696","Ryan Tverberg","TOR","C","24","2002-01-30","","","CAN","","71","187","2020","TOR","7","27","213"
"720","Ryan Ufko","NSH","D","23","2003-05-07","","","USA","","72","174","2021","NSH","4","19","115"
"732","Ryan Winterton","SEA","C","22","2003-09-04","Markham","ON","CAN","CAN","74","175","2021","SEA","3","3","67"
"747","Ryker Evans","SEA","D","24","2001-12-13","Calgary","AB","CAN","CAN","71","189","2021","SEA","2","3","35"
"903","Sacha Boisvert","CHI","C","20","2006-03-17","Trois-Rivières","","CAN","","74","176","2024","CHI","1","18","18"
"248","Sam Bennett","FLA","C","29","1996-06-20","Holland Landing","ON","CAN","CAN","73","195","2014","CGY","1","4","4"
"96","Sam Carrick","BUF, NYR","C","34","1992-02-04","Markham","ON","CAN","CAN","72","200","2010","TOR","5","24","144"
"651","Sam Colangelo","ANA","R","24","2001-12-26","Stoneham","MA","USA","USA","74","205","-","-","-","-","-"
"909","Sam Dickinson","S.J","D","20","2006-06-07","","","CAN","","75","199","2024","S.J","1","11","11"
"279","Sam Lafferty","CHI","C","31","1995-03-06","Hollidaysburg","PA","USA","USA","73","195","2014","PIT","4","23","113"
"881","Sam Malinski","COL","D","27","1998-07-27","","","USA","","71","190","-","-","-","-","-"
"910","Sam Morton","CGY","C","26","1999-07-28","","","USA","","72","185","-","-","-","-","-"
"588","Sam Poulin","PIT","R","25","2001-02-25","Blainville","QC","CAN","CAN","73","208","2019","PIT","1","21","21"
"246","Sam Reinhart","FLA","C","30","1995-11-06","West Vancouver","BC","CAN","CAN","74","193","2014","BUF","1","2","2"
"804","Sam Rinzel","CHI","D","21","2004-06-25","","","USA","","76","177","2022","CHI","1","25","25"
"376","Sam Steel","DAL","C","28","1998-02-03","Ardrossan","AB","CAN","CAN","71","184","2016","ANA","1","30","30"
"285","Sammy Blais","MTL, TOR","L","29","1996-06-17","Montmagny","QC","CAN","CAN","74","206","2014","STL","6","26","176"
"394","Samuel Girard","COL, PIT","D","28","1998-05-12","Roberval","QC","CAN","CAN","70","170","2016","NSH","2","17","47"
"722","Samuel Helenius","L.A","C","23","2002-11-26","","","USA","","78","201","2021","L.A","2","27","59"
"863","Samuel Honzek","CGY","L","21","2004-11-12","","","SVK","","76","186","2023","CGY","1","16","16"
"841","Sandis Vilmanis","FLA","L","22","2004-01-23","","","","","73","192","2022","FLA","5","28","157"
"150","Scott Laughton","L.A, TOR","C","32","1994-05-30","Oakville","ON","CAN","CAN","73","190","2012","PHI","1","20","20"
"115","Scott Mayfield","NYI","D","33","1992-10-14","St. Louis","MO","USA","USA","77","220","2011","NYI","2","4","34"
"707","Scott Morrow","NYR","D","23","2002-11-01","","","USA","","74","195","2021","CAR","2","8","40"
"188","Scott Sabourin","T.B","R","33","1992-07-30","Orleans","ON","CAN","CAN","75","208","-","-","-","-","-"
"768","Seamus Casey","N.J","D","22","2004-01-08","","","USA","","69","162","2022","N.J","2","14","46"
"128","Sean Couturier","PHI","C","33","1992-12-07","Phoenix","AZ","USA","CAN","75","211","2011","PHI","1","8","8"
"481","Sean Durzi","UTA","D","27","1998-10-21","Mississauga","ON","CAN","CAN","72","195","2018","TOR","2","21","52"
"106","Sean Kuraly","BOS","C","33","1993-01-20","Dublin","OH","USA","USA","74","213","2011","S.J","5","12","133"
"223","Sean Monahan","CBJ","C","31","1994-10-12","Brampton","ON","CAN","CAN","74","196","2013","CGY","1","6","6"
"478","Sean Walker","CAR","D","31","1994-11-13","Keswick","ON","CAN","CAN","71","195","-","-","-","-","-"
"310","Sebastian Aho","CAR","C","28","1997-07-26","Rauma","","FIN","FIN","72","176","2015","CAR","2","5","35"
"637","Seth Jarvis","CAR","C","24","2002-02-01","Winnipeg","MB","CAN","CAN","70","175","2020","CAR","1","13","13"
"221","Seth Jones","FLA","D","31","1994-10-03","Arlington","TX","USA","USA","76","213","2013","NSH","1","4","4"
"669","Shakir Mukhamadullin","S.J","D","24","2002-01-10","","","RUS","","76","178","2020","N.J","1","20","20"
"756","Shane Lachance","N.J","L","22","2003-08-30","","","USA","","76","195","2021","EDM","6","26","186"
"592","Shane Pinto","OTT","C","25","2000-11-12","Franklin Square","NY","USA","USA","75","201","2019","OTT","2","1","32"
"810","Shane Wright","SEA","C","22","2004-01-05","Burlington","ON","CAN","CAN","72","192","2022","SEA","1","4","4"
"167","Shayne Gostisbehere","CAR","D","33","1993-04-20","Pembroke Pines","FL","USA","USA","71","180","2012","PHI","3","17","78"
"209","Shea Theodore","VGK","D","30","1995-08-03","Langley","BC","CAN","CAN","74","197","2013","ANA","1","26","26"
"477","Sheldon Dries","DET","C","32","1994-04-23","Macomb Township","WI","USA","USA","69","180","-","-","-","-","-"
"5","Sidney Crosby","PIT","C","38","1987-08-07","Cole Harbour","NS","CAN","CAN","71","200","2005","PIT","1","1","1"
"543","Simon Benoit","TOR","D","27","1998-09-19","Laval","QC","CAN","CAN","75","203","-","-","-","-","-"
"734","Simon Edvinsson","DET","D","23","2003-02-05","Kungsbacka","","SWE","SWE","78","209","2021","DET","1","6","6"
"596","Simon Holmstrom","NYI","R","25","2001-05-24","Tranas","","SWE","SWE","74","205","2019","NYI","1","23","23"
"569","Simon Lundmark","T.B","D","25","2000-10-08","Stockholm","","SWE","SWE","74","201","2019","WPG","2","20","51"
"798","Simon Nemec","N.J","D","22","2004-02-15","Liptovsky Mikulas","","SVK","SVK","73","190","2022","N.J","1","2","2"
"476","Skyler Brind'Amour","CAR","C","26","1999-07-27","Raleigh","NC","USA","USA","74","175","2017","EDM","6","22","177"
"254","Sonny Milano","WSH","L","30","1996-05-12","Massapequa","NY","USA","USA","72","194","2014","CBJ","1","16","16"
"537","Spencer Stastney","EDM, NSH","D","26","2000-01-04","Woodbridge","IL","USA","USA","72","184","2018","NSH","5","7","131"
"135","Stefan Noesen","N.J","R","33","1993-02-12","Plano","TX","USA","USA","73","205","2011","OTT","1","21","21"
"824","Stephen Halliday","OTT","C","23","2002-07-02","","","CAN","","75","213","2022","OTT","4","7","104"
"355","Steven Lorentz","TOR","C","30","1996-04-13","Kitchener","ON","CAN","CAN","76","206","2015","CAR","7","5","186"
"214","Steven Santini","T.B","D","31","1995-03-07","Bronxville","NY","USA","USA","74","209","2013","N.J","2","12","42"
"27","Steven Stamkos","NSH","C","36","1990-02-07","Markham","ON","CAN","CAN","72","182","2008","T.B","1","1","1"
"108","T.J. Tynan","COL","C","34","1992-02-25","Orland Park","IL","USA","USA","68","165","2011","CBJ","3","5","66"
"400","Tage Thompson","BUF","C","28","1997-10-30","Phoenix","AZ","USA","USA","78","220","2016","STL","1","26","26"
"416","Tanner Jeannot","BOS","L","29","1997-05-29","Estevan","SK","CAN","CAN","74","208","-","-","-","-","-"
"409","Tanner Laczynski","VGK","C","29","1997-06-01","Minooka","IL","USA","USA","73","190","2016","PHI","6","18","169"
"149","Tanner Pearson","BUF, WPG","L","33","1992-08-10","Kitchener","ON","CAN","CAN","73","201","2012","L.A","1","30","30"
"90","Taylor Hall","CAR","L","34","1991-11-14","Calgary","AB","CAN","CAN","73","210","2010","EDM","1","1","1"
"758","Taylor Makar","COL","L","25","2001-03-13","","","CAN","","75","190","2021","COL","7","28","220"
"391","Taylor Raddysh","NYR","R","28","1998-02-18","Caledon","ON","CAN","CAN","75","198","2016","T.B","2","28","58"
"765","Taylor Ward","L.A","R","28","1998-03-31","","","CAN","","74","207","-","-","-","-","-"
"173","Teddy Blueger","VAN","C","31","1994-08-15","Riga","","LVA","LVA","72","185","2012","PIT","2","22","52"
"158","Teuvo Teravainen","CHI","C","31","1994-09-11","Helsinki","","FIN","FIN","71","191","2012","CHI","1","18","18"
"866","Theo Lindstein","STL","D","21","2005-01-05","","","SWE","","73","180","2023","STL","1","29","29"
"327","Thomas Chabot","OTT","D","29","1997-01-30","Sainte-Marie","QC","CAN","CAN","74","195","2015","OTT","1","18","18"
"586","Thomas Harley","DAL","D","24","2001-08-19","Syracuse","NY","USA","USA","75","205","2019","DAL","1","18","18"
"649","Tim Stützle","OTT","C","24","2002-01-15","Viersen","","DEU","DEU","72","193","2020","OTT","1","3","3"
"936","Tim Washe","ANA","C","24","2001-08-25","","","USA","","75","215","-","-","-","-","-"
"305","Timo Meier","N.J","R","29","1996-10-08","Herisau","","CHE","CHE","73","220","2015","S.J","1","9","9"
"452","Timothy Liljegren","S.J, WSH","D","27","1999-04-30","Kristianstad","","SWE","SWE","73","192","2017","TOR","1","17","17"
"595","Tobias Bjornfot","FLA","D","25","2001-04-06","Upplands Vasby","","SWE","SWE","72","200","2019","L.A","1","22","22"
"877","Tom Willander","VAN","D","21","2005-02-09","","","SWE","","73","180","2023","VAN","1","11","11"
"156","Tom Wilson","WSH","R","32","1994-03-29","Toronto","ON","CAN","CAN","76","220","2012","WSH","1","16","16"
"157","Tomas Hertl","VGK","C","32","1993-11-12","Praha","","CZE","CZE","75","215","2012","S.J","1","17","17"
"244","Tomas Nosek","FLA","L","33","1992-09-01","Pardubice","","CZE","CZE","75","205","-","-","-","-","-"
"312","Tommy Novak","PIT","C","29","1997-04-28","St. Paul","MN","USA","USA","73","179","2015","NSH","3","24","85"
"257","Tony DeAngelo","NYI","D","30","1995-10-24","Sewell","NJ","USA","USA","71","180","2014","T.B","1","19","19"
"750","Topias Vilen","N.J","D","23","2003-04-01","","","FIN","","73","194","2021","N.J","5","1","129"
"35","Travis Hamonic","DET","D","35","1990-08-16","St. Malo","MB","CAN","CAN","73","200","2008","NYI","2","23","53"
"313","Travis Konecny","PHI","R","29","1997-03-11","London","ON","CAN","CAN","70","175","2015","PHI","1","24","24"
"882","Travis Mitchell","NYI","D","26","1999-11-25","","","USA","","76","201","-","-","-","-","-"
"255","Travis Sanheim","PHI","D","30","1996-03-29","Elkhorn","MB","CAN","CAN","75","181","2014","PHI","1","17","17"
"380","Trent Frederic","EDM","C","28","1998-02-11","St. Louis","MO","USA","USA","75","214","2016","BOS","1","29","29"
"691","Trevor Kuntar","BUF","C","24","2001-06-20","","","USA","","72","205","2020","BOS","3","27","89"
"418","Trevor Moore","L.A","L","31","1995-03-31","Thousand Oaks","CA","USA","USA","70","195","-","-","-","-","-"
"240","Trevor van Riemsdyk","WSH","D","34","1991-07-24","Middletown","NJ","USA","USA","75","191","-","-","-","-","-"
"563","Trevor Zegras","PHI","C","25","2001-03-20","Bedford","NY","USA","USA","72","185","2019","ANA","1","9","9"
"714","Tristan Broz","PIT","C","23","2002-10-10","","","USA","","72","178","2021","PIT","2","26","58"
"791","Tristan Luneau","ANA","D","22","2004-01-12","","","CAN","","73","195","2022","ANA","2","21","53"
"761","Tristen Nielsen","COL","C","26","2000-02-23","","","CAN","","70","192","-","-","-","-","-"
"403","Troy Stecher","EDM, TOR","D","32","1994-04-07","Richmond","BC","CAN","CAN","70","184","-","-","-","-","-"
"350","Troy Terry","ANA","R","28","1997-09-10","Denver","CO","USA","USA","72","185","2015","ANA","5","27","148"
"508","Ty Dellandrea","S.J","C","25","2000-07-21","Toronto","ON","CAN","CAN","73","195","2018","DAL","1","13","13"
"503","Ty Emberson","EDM","D","26","2000-05-23","Eau Claire","WI","USA","USA","73","195","2018","ARI","3","11","73"
"893","Ty Mueller","VAN","C","23","2003-02-26","","","CAN","","71","185","2023","VAN","4","9","105"
"744","Ty Murchison","PHI","D","23","2003-02-02","","","USA","","74","192","2021","PHI","5","30","158"
"619","Tye Kartye","NYR, SEA","L","25","2001-04-30","Kingston","ON","CAN","CAN","71","202","-","-","-","-","-"
"217","Tyler Bertuzzi","CHI","L","31","1995-02-24","Sudbury","ON","CAN","CAN","73","186","2013","DET","2","28","58"
"639","Tyler Kleven","OTT","D","24","2002-01-10","Fargo","ND","USA","USA","76","200","2020","OTT","2","13","44"
"30","Tyler Myers","DAL, VAN","D","36","1990-02-01","Houston","TX","USA","CAN","80","229","2008","BUF","1","12","12"
"77","Tyler Pitlick","MIN","C","34","1991-11-01","Minneapolis","MN","USA","USA","74","200","2010","EDM","2","1","31"
"91","Tyler Seguin","DAL","C","34","1992-01-31","Brampton","ON","CAN","CAN","73","205","2010","BOS","1","2","2"
"75","Tyler Toffoli","S.J","C","34","1992-04-24","Scarborough","ON","CAN","CAN","72","203","2010","L.A","2","17","47"
"529","Tyler Tucker","STL","D","26","2000-03-01","Thunder Bay","ON","CAN","CAN","73","204","2018","STL","7","14","200"
"666","Tyson Foerster","PHI","R","24","2002-01-18","Alliston","ON","CAN","CAN","74","194","2020","PHI","1","23","23"
"938","Tyson Gross","CGY","C","23","2002-09-23","Calgary","","CAN","","75","195","-","-","-","-","-"
"724","Tyson Hinds","ANA","D","23","2003-03-12","Gatineau","QC","CAN","CAN","75","178","2021","ANA","3","12","76"
"383","Tyson Jost","NSH","C","28","1998-03-14","St. Albert","AB","CAN","CAN","71","187","2016","COL","1","10","10"
"753","Tyson Kozak","BUF","C","23","2002-12-29","Souris","MB","CAN","CAN","71","173","2021","BUF","7","1","193"
"436","Urho Vaakanainen","NYR","D","27","1999-01-01","Joensuu","","FIN","FIN","74","200","2017","BOS","1","18","18"
"884","Uvis Balinskis","FLA","D","29","1996-08-01","Ventspils","","Lat","","72","196","-","-","-","-","-"
"227","Valeri Nichushkin","COL","R","31","1995-03-04","Chelyabinsk","","RUS","RUS","76","210","2013","DAL","1","10","10"
"602","Vasily Podkolzin","EDM","R","24","2001-06-24","Moscow","","RUS","RUS","73","190","2019","VAN","1","10","10"
"926","Victor Eklund","NYI","R","-","-","-","-","-","-","-","-","-","-","-","-","-"
"43","Victor Hedman","T.B","D","35","1990-12-18","Ornskoldsvik","","SWE","SWE","79","244","2009","T.B","1","2","2"
"840","Victor Mancini","VAN","D","24","2002-05-26","","","USA","","75","215","2022","NYR","5","30","159"
"286","Victor Olofsson","CGY, COL","L","30","1995-07-18","Ornskoldsvik","","SWE","SWE","71","181","2014","BUF","7","1","181"
"594","Victor Soderstrom","BOS","D","25","2001-02-26","Gavle","","SWE","SWE","71","184","2019","ARI","1","11","11"
"939","Viking Gustafsson-Nyberg","MIN","D","22","2003-09-21","STOCKHOLM","","SWE","","78","225","-","-","-","-","-"
"278","Viktor Arvidsson","BOS","L","33","1993-04-08","Skellefteå","","SWE","SWE","70","185","2014","NSH","4","22","112"
"582","Ville Heinola","WPG","D","25","2001-02-03","Honkajoki","","FIN","FIN","71","181","2019","WPG","1","20","20"
"733","Ville Koivunen","PIT","R","22","2003-06-13","","","FIN","","71","161","2021","CAR","2","19","51"
"302","Vince Dunn","SEA","D","29","1996-10-29","Mississauga","ON","CAN","CAN","72","200","2015","STL","2","26","56"
"410","Vincent Desharnais","S.J","D","30","1996-05-29","Laval","QC","CAN","CAN","78","215","2016","EDM","7","2","183"
"749","Vincent Iorio","NYR, S.J","D","23","2002-11-14","Coquitlam","BC","CAN","CAN","76","200","2021","WSH","2","23","55"
"107","Vincent Trocheck","NYR","C","32","1993-07-11","Pittsburgh","PA","USA","USA","71","184","2011","FLA","3","3","64"
"181","Vinnie Hinostroza","FLA, MIN","C","32","1994-04-03","Chicago","IL","USA","USA","70","183","2012","CHI","6","18","169"
"85","Vladimir Tarasenko","MIN","R","34","1991-12-13","Yaroslavl","","RUS","RUS","73","228","2010","STL","1","16","16"
"352","Vladislav Gavrikov","NYR","D","30","1995-11-21","Yaroslavl","","RUS","RUS","75","221","2015","CBJ","6","8","159"
"601","Vladislav Kolyachonok","BOS, DAL","D","25","2001-05-26","Minsk","","BLR","BLR","73","193","2019","FLA","2","21","52"
"137","Vladislav Namestnikov","WPG","C","33","1992-11-22","Zhukovskiy","","RUS","RUS","72","179","2011","T.B","1","27","27"
"701","Walker Duehr","WPG","R","28","1997-11-23","Sioux Falls","SD","USA","USA","74","210","-","-","-","-","-"
"273","Warren Foegele","L.A, OTT","L","30","1996-04-01","Markham","ON","CAN","CAN","74","198","2014","CAR","3","7","67"
"343","Will Borgen","NYR","D","29","1996-12-19","Moorhead","MN","USA","USA","75","204","2015","BUF","4","1","92"
"665","Will Cuylle","NYR","L","24","2002-02-05","Toronto","ON","CAN","CAN","75","211","2020","NYR","2","29","60"
"874","Will Smith","S.J","C","21","2005-03-17","","","USA","","72","181","2023","S.J","1","4","4"
"216","William Carrier","CAR","L","31","1994-12-20","LaSalle","QC","CAN","CAN","74","218","2013","STL","2","27","57"
"708","William Eklund","S.J","L","23","2002-10-12","Stockholm","","SWE","SWE","71","181","2021","S.J","1","7","7"
"119","William Karlsson","VGK","C","33","1993-01-08","Marsta","","SWE","SWE","72","190","2011","ANA","2","23","53"
"250","William Nylander","TOR","R","30","1996-05-01","Calgary","AB","CAN","SWE","72","204","2014","TOR","1","8","8"
"736","William Stromgren","CGY","L","23","2003-06-07","","","SWE","","75","175","2021","CGY","2","13","45"
"673","William Villeneuve","TOR","D","24","2002-03-20","Sherbrooke","QC","CAN","CAN","74","184","2020","TOR","4","29","122"
"887","Wilmer Skoog","FLA","C","26","1999-07-17","","","SWE","","74","196","-","-","-","-","-"
"727","Wyatt Johnston","DAL","C","23","2003-05-14","Toronto","ON","CAN","CAN","73","185","2021","DAL","1","23","23"
"675","Wyatt Kaiser","CHI","D","23","2002-07-31","Andover","MN","USA","USA","72","173","2020","CHI","3","19","81"
"710","Xavier Bourgault","OTT","R","23","2002-10-22","L'Islet","QC","CAN","CAN","72","172","2021","EDM","1","22","22"
"843","Xavier Parent","N.J","C","25","2001-03-23","","","CAN","","68","170","-","-","-","-","-"
"337","Yakov Trenin","MIN","C","29","1997-01-13","Chelyabinsk","","RUS","RUS","74","201","2015","NSH","2","25","55"
"668","Yan Kuznetsov","CGY","D","24","2002-03-09","Murmansk","","RUS","RUS","76","209","2020","CGY","2","19","50"
"143","Yanni Gourde","T.B","C","34","1991-12-15","Saint-Narcisse","QC","CAN","CAN","69","174","-","-","-","-","-"
"689","Yegor Chinakhov","CBJ, PIT","R","25","2001-02-01","Omsk","","RUS","RUS","73","204","2020","CBJ","1","21","21"
"539","Yegor Sharangovich","CGY","C","28","1998-06-06","Minsk","","BLR","BLR","74","196","2018","N.J","5","17","141"
"424","Zach Aston-Reese","CBJ","C, L","31","1994-08-10","Staten Island","NY","USA","USA","73","205","-","-","-","-","-"
"850","Zach Benson","BUF","L","21","2005-05-12","","","CAN","","69","163","2023","BUF","1","13","13"
"28","Zach Bogosian","MIN","D","35","1990-07-15","Massena","NY","USA","USA","74","222","2008","ATL","1","3","3"
"88","Zach Hyman","EDM","L","34","1992-06-09","Toronto","ON","CAN","CAN","73","211","2010","FLA","5","3","123"
"885","Zach Metsa","BUF","D","27","1998-10-19","","","USA","","69","198","-","-","-","-","-"
"323","Zach Werenski","CBJ","D","28","1997-07-19","Grosse Pointe","MI","USA","USA","74","213","2015","CBJ","1","8","8"
"484","Zach Whitecloud","CGY, VGK","D","29","1996-11-28","Brandon","MB","CAN","CAN","74","207","-","-","-","-","-"
"728","Zachary L'Heureux","NSH","L","23","2003-05-15","","","CAN","","71","197","2021","NSH","1","27","27"
"726","Zack Bolduc","MTL","R","23","2003-02-24","Trois-Rivières","QC","CAN","CAN","72","187","2021","STL","1","17","17"
"421","Zack MacEwen","N.J","R","29","1996-07-08","Charlottetown","PE","CAN","CAN","75","205","-","-","-","-","-"
"748","Zack Ostapchuk","S.J","C","23","2003-05-29","St. Albert","AB","CAN","CAN","75","205","2021","OTT","2","7","39"
"757","Zakhar Bardakov","COL","C","25","2001-02-24","","","RUS","","74","198","2021","N.J","7","11","203"
"900","Zayne Parekh","CGY","D","20","2006-02-15","","","CAN","","72","179","2024","CGY","1","9","9"
"906","Zeev Buium","MIN, VAN","D","20","2005-12-07","","","USA","","72","183","2024","MIN","1","12","12"
"154","Zemgus Girgensons","T.B","C","32","1994-01-05","Riga","","LVA","LVA","74","200","2012","BUF","1","14","14"
